raceId,driverId,lap,position,time,milliseconds
841,15,20,17,1:35.857,95857
841,15,21,17,1:39.725,99725
841,15,22,17,1:35.033,95033
841,15,23,16,1:35.913,95913
841,15,24,16,1:37.097,97097
841,15,25,16,1:35.123,95123
841,15,26,16,1:34.436,94436
841,15,27,16,1:34.105,94105
841,15,28,16,1:36.984,96984
841,15,29,16,1:38.905,98905
841,15,30,16,1:34.640,94640
841,15,31,16,1:34.648,94648
841,15,32,16,1:34.524,94524
841,15,33,16,1:34.269,94269
841,15,34,16,1:34.249,94249
841,15,35,16,1:37.569,97569
841,15,36,16,1:37.048,97048
841,15,37,16,1:58.787,118787
841,15,38,16,1:47.889,107889
841,15,39,16,1:37.753,97753
841,15,40,16,1:34.799,94799
841,15,41,16,1:33.698,93698
841,15,42,16,1:37.707,97707
841,15,43,16,1:33.993,93993
841,15,44,16,1:33.123,93123
841,15,45,16,1:36.310,96310
841,15,46,16,1:33.277,93277
841,15,47,16,1:33.232,93232
841,15,48,16,1:34.452,94452
841,15,49,15,1:36.712,96712
841,15,50,15,1:33.029,93029
841,15,51,15,1:32.816,92816
841,15,52,15,1:32.550,92550
841,15,53,15,1:33.228,93228
841,15,54,15,1:36.502,96502
841,15,55,15,1:33.415,93415
841,15,56,15,1:34.704,94704
841,816,1,18,1:54.641,114641
841,816,2,19,1:39.961,99961
841,816,3,19,1:38.516,98516
841,816,4,19,1:38.055,98055
841,816,5,19,1:37.682,97682
841,816,6,19,1:37.701,97701
841,816,7,20,1:38.016,98016
841,816,8,21,1:38.789,98789
841,816,9,21,1:37.764,97764
841,816,10,20,1:37.942,97942
841,816,11,20,1:37.731,97731
841,816,12,20,1:38.561,98561
841,816,13,20,1:44.068,104068
841,816,14,20,2:00.421,120421
841,816,15,21,1:48.305,108305
841,816,16,21,1:42.319,102319
841,816,17,20,1:40.951,100951
841,816,18,20,1:37.419,97419
841,816,19,19,1:37.670,97670
841,816,20,18,1:38.628,98628
841,816,21,18,1:41.479,101479
841,816,22,18,1:39.227,99227
841,816,23,17,1:37.839,97839
841,816,24,17,1:37.968,97968
841,816,25,17,1:39.762,99762
841,816,26,17,1:38.298,98298
841,816,27,17,1:38.654,98654
841,816,28,17,1:37.660,97660
841,816,29,17,1:37.263,97263
841,816,30,17,1:38.616,98616
841,816,31,17,1:37.611,97611
841,816,32,17,1:37.496,97496
841,816,33,17,1:39.417,99417
841,816,34,17,1:40.258,100258
841,816,35,17,1:38.446,98446
841,816,36,17,1:37.880,97880
841,816,37,17,1:39.220,99220
841,816,38,17,2:01.916,121916
841,816,39,17,1:48.099,108099
841,816,40,17,1:36.663,96663
841,816,41,17,1:36.539,96539
841,816,42,17,1:35.432,95432
841,816,43,17,1:36.646,96646
841,816,44,17,1:34.523,94523
841,816,45,17,1:37.918,97918
841,816,46,17,1:34.817,94817
841,816,47,17,1:34.667,94667
841,816,48,17,1:38.582,98582
841,816,49,16,1:35.174,95174
841,816,50,16,1:34.956,94956
841,816,51,16,1:36.488,96488
841,816,52,16,1:35.224,95224
841,816,53,16,1:36.107,96107
841,816,54,16,1:38.533,98533
841,10,1,19,1:54.969,114969
841,10,2,20,1:40.099,100099
841,10,3,20,1:38.380,98380
841,10,4,20,1:38.143,98143
841,10,5,20,1:37.637,97637
841,10,6,20,1:37.671,97671
841,10,7,21,1:38.683,98683
841,10,8,20,1:37.140,97140
841,10,9,20,1:36.812,96812
841,10,10,19,1:37.153,97153
841,10,11,19,1:36.606,96606
841,10,12,19,1:36.793,96793
841,10,13,19,1:37.130,97130
841,10,14,19,1:36.727,96727
841,10,15,19,1:36.494,96494
841,10,16,18,1:36.968,96968
841,10,17,16,1:36.568,96568
841,10,18,18,1:56.357,116357
841,10,19,21,11:48.170,708170
841,10,20,19,1:55.210,115210
841,10,21,19,1:39.260,99260
841,10,22,19,1:38.574,98574
841,10,23,18,1:36.627,96627
841,10,24,18,1:36.500,96500
841,10,25,18,1:37.361,97361
841,10,26,18,1:36.198,96198
841,10,27,18,1:35.979,95979
841,10,28,18,1:35.801,95801
841,10,29,18,1:38.131,98131
841,10,30,18,1:45.904,105904
841,10,31,18,1:40.068,100068
841,10,32,18,1:40.024,100024
841,10,33,18,1:40.015,100015
841,10,34,18,1:37.695,97695
841,10,35,18,1:37.418,97418
841,10,36,18,1:38.248,98248
841,10,37,18,1:36.858,96858
841,10,38,18,1:36.109,96109
841,10,39,18,1:38.121,98121
841,10,40,18,1:36.515,96515
841,10,41,18,1:38.874,98874
841,10,42,18,1:36.731,96731
841,10,43,18,1:41.455,101455
841,10,44,18,1:41.096,101096
841,10,45,18,1:37.732,97732
841,10,46,18,1:36.265,96265
841,10,47,18,1:39.855,99855
841,10,48,18,1:35.789,95789
841,10,49,17,1:39.724,99724
841,22,1,20,1:54.971,114971
841,22,2,17,1:36.903,96903
841,22,3,15,1:35.923,95923
841,22,4,15,1:34.564,94564
841,22,5,15,1:35.979,95979
841,22,6,14,1:34.527,94527
841,22,7,14,1:34.156,94156
841,22,8,14,1:35.006,95006
841,22,9,14,1:35.797,95797
841,22,10,14,1:35.235,95235
841,22,11,14,1:34.947,94947
841,22,12,14,1:34.714,94714
841,22,13,17,1:54.448,114448
841,22,14,17,1:39.002,99002
841,22,15,15,1:32.512,92512
841,22,16,14,1:32.610,92610
841,22,17,11,1:34.169,94169
841,22,18,11,1:32.911,92911
841,22,19,11,1:33.078,93078
841,22,20,10,1:33.317,93317
841,22,21,9,1:33.370,93370
841,22,22,9,1:34.150,94150
841,22,23,15,2:24.606,144606
841,22,24,15,1:41.110,101110
841,22,25,15,1:32.042,92042
841,22,26,15,1:32.065,92065
841,22,27,15,1:31.576,91576
841,22,28,15,1:45.030,105030
841,22,29,15,1:40.294,100294
841,22,30,15,1:33.706,93706
841,22,31,15,1:32.151,92151
841,22,32,15,1:32.297,92297
841,22,33,15,1:32.553,92553
841,22,34,15,1:32.206,92206
841,22,35,15,1:32.279,92279
841,22,36,15,1:35.167,95167
841,22,37,15,1:33.247,93247
841,22,38,15,1:32.676,92676
841,22,39,15,1:32.876,92876
841,22,40,15,1:55.064,115064
841,22,41,15,1:43.533,103533
841,22,42,15,1:33.488,93488
841,22,43,15,1:32.646,92646
841,22,44,15,1:31.949,91949
841,22,45,15,1:31.690,91690
841,22,46,15,1:31.695,91695
841,22,47,15,1:31.404,91404
841,22,48,15,1:33.617,93617
841,153,1,21,2:13.879,133879
841,153,2,21,1:40.659,100659
841,153,3,21,1:33.293,93293
841,153,4,21,1:33.144,93144
841,153,5,21,1:33.320,93320
841,153,6,21,1:33.570,93570
841,153,7,19,1:35.336,95336
841,153,8,18,1:34.601,94601
841,153,9,18,1:33.882,93882
841,153,10,17,1:33.983,93983
841,153,11,17,1:35.061,95061
841,153,12,16,1:35.074,95074
841,153,13,15,1:34.964,94964
841,153,14,14,1:34.918,94918
841,153,15,12,1:35.373,95373
841,153,16,11,1:35.601,95601
841,153,17,17,1:57.713,117713
841,153,18,16,1:42.519,102519
841,153,19,16,1:33.762,93762
841,153,20,16,1:33.202,93202
841,153,21,16,1:33.091,93091
841,153,22,16,1:32.552,92552
841,153,23,14,1:35.610,95610
841,153,24,14,1:33.247,93247
841,153,25,14,1:33.530,93530
841,153,26,14,1:35.001,95001
841,153,27,14,1:33.705,93705
841,153,28,14,1:33.521,93521
841,153,29,14,1:33.683,93683
841,153,30,13,1:33.477,93477
841,153,31,13,1:33.791,93791
841,153,32,13,1:33.776,93776
841,153,33,13,1:34.080,94080
841,153,34,13,1:34.058,94058
841,153,35,14,1:58.520,118520
841,153,36,14,1:39.866,99866
841,153,37,14,1:33.089,93089
841,153,38,14,1:31.160,91160
841,153,39,14,1:30.722,90722
841,153,40,14,1:30.687,90687
841,153,41,14,1:30.467,90467
841,153,42,14,1:30.526,90526
841,153,43,14,1:31.149,91149
841,153,44,14,1:30.744,90744
841,153,45,14,1:31.464,91464
841,153,46,14,1:31.217,91217
841,153,47,14,1:31.270,91270
841,153,48,14,1:31.449,91449
841,153,49,13,1:32.295,92295
841,153,50,13,1:34.298,94298
841,153,51,13,1:32.443,92443
841,153,52,13,1:32.151,92151
841,153,53,13,1:32.316,92316
841,153,54,13,1:33.352,93352
841,153,55,13,1:33.145,93145
841,153,56,13,1:35.139,95139
841,153,57,13,1:34.478,94478
841,30,1,22,2:41.428,161428
841,30,2,22,1:43.027,103027
841,30,3,22,1:36.602,96602
841,30,4,22,1:36.062,96062
841,30,5,22,1:35.839,95839
841,30,6,22,1:35.581,95581
841,30,7,22,1:35.794,95794
841,30,8,22,1:37.682,97682
841,30,9,22,1:36.764,96764
841,30,10,21,1:38.516,98516
841,30,11,21,1:37.483,97483
841,30,12,21,1:35.422,95422
841,30,13,21,1:35.319,95319
841,30,14,21,1:37.854,97854
841,30,15,20,1:38.276,98276
841,30,16,20,1:36.991,96991
841,30,17,21,1:57.213,117213
841,30,18,21,1:42.267,102267
841,30,19,20,1:35.367,95367
